metabolite,platform_name,super_pathway,sub_pathway,challenge_time,challenge,mean_response,log2_foldchange,p_value,neg_log10_p_value,abs_log2_foldchange
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,720,Fasting,0.0315576223018733,-1.11608663188646,2.49615717487145e-55,54.6027280720224,1.11608663188646
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,720,Fasting,0.46000279748475,1.10762604399847,5.04110482025306e-80,79.2974742721345,1.10762604399847
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,720,Fasting,0.296230811949699,-1.08058445087345,6.60733033482753e-84,83.1799739800077,1.08058445087345
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),480,Fasting,0.135468294169833,1.07873491058379,8.87166345168411e-89,88.0519949415939,1.07873491058379
s-1-pyrroline-5-carboxylate,Metabolon HD4 [nt-ms],Amino Acids,Glutamate Metabolism,720,Fasting,-0.574042800713098,-1.0748215641145,1.3303531603168e-44,43.8760330543583,1.0748215641145
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",480,OLTT,0.66637300033186,1.07018416392775,1.00309449620178e-44,43.9986581524772,1.07018416392775
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,120,OLTT,0.489813810160163,1.06642573593274,1.51069920651912e-42,41.8208219988993,1.06642573593274
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",120,PAT,0.130866124412546,1.02088668978698,3.69392234043529e-51,50.4325122392355,1.02088668978698
dopamine sulfate (2),Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,90,OLTT,0.216203594804641,1.02059053720326,2.10745233800531e-55,54.6762422385658,1.02059053720326
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,420,OLTT,0.588805126837395,1.00860148886607,4.48738178609901e-53,52.3480069791537,1.00860148886607
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",720,Fasting,0.440982556273344,0.998422074640397,9.50891327156272e-56,55.0218691136758,0.998422074640397
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),720,Fasting,0.431276398938045,0.988283477763595,1.41493016963943e-114,113.849264993135,0.988283477763595
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),360,OLTT,0.504117972458439,0.987871815351743,1.5407899356222e-48,47.8122565670044,0.987871815351743
s-1-pyrroline-5-carboxylate,Metabolon HD4 [nt-ms],Amino Acids,Glutamate Metabolism,480,Fasting,-0.482097562106024,-0.982876325507423,1.3303531603168e-44,43.8760330543583,0.982876325507423
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,420,OLTT,-0.393647697527732,-0.978799199291354,2.05063369425717e-41,40.6881119109484,0.978799199291354
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),480,OLTT,0.49373233859513,0.977486181488435,1.5407899356222e-48,47.8122565670044,0.977486181488435
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,600,Fasting,0.176222461245959,-0.971421792942371,2.49615717487145e-55,54.6027280720224,0.971421792942371
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",720,Fasting,0.726003322457777,0.96373252566716,2.70684885537318e-54,53.5675359936237,0.96373252566716
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,600,Fasting,0.413524407575984,-0.963290855247166,6.60733033482753e-84,83.1799739800077,0.963290855247166
methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",240,OLTT,0.882828774199199,0.960433781256246,9.57492557154863e-54,53.0188645932331,0.960433781256246
malate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,60,PAT,0.334833575464847,0.959174410396618,1.60825157388787e-50,49.7936460149125,0.959174410396618
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",480,Fasting,-0.0162238566157832,0.954264440399009,2.93072275304911e-77,76.5330252639621,0.954264440399009
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,240,OLTT,0.372951065428896,0.949562991201478,1.51069920651912e-42,41.8208219988993,0.949562991201478
methionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",480,OLTT,-0.363045927663204,-0.927690227031529,1.98963860174699e-45,44.7012258017414,0.927690227031529
1-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,120,OLTT,0.283533732396978,0.915939485757423,4.46337938423793e-116,115.350336196852,0.915939485757423
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,600,Fasting,0.240736852566965,0.892379239222804,3.53079378918527e-105,104.452127646026,0.892379239222804
oleoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),360,Fasting,-0.0378918191695385,0.892347607860543,3.4272565781269e-42,41.4650533813322,0.892347607860543
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,120,PAT,0.34485893162944,0.892281926270063,1.63973125484242e-49,48.7852273251858,0.892281926270063
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),420,OLTT,-0.9472139393583,-0.890019511568786,4.7234667217736e-64,63.3257391400307,0.890019511568786
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",90,PAT,-0.00239108247008877,0.887629482904341,3.69392234043529e-51,50.4325122392355,0.887629482904341
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),120,OLTT,0.823168248547972,0.880362676337486,4.7234667217736e-64,63.3257391400307,0.880362676337486
arginine,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,240,OLTT,-0.491177365143347,-0.879508975540309,7.0145163669061e-46,45.1540022671053,0.879508975540309
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,480,OLTT,-0.293989865985097,-0.879141367748719,2.05063369425717e-41,40.6881119109484,0.879141367748719
s-1-pyrroline-5-carboxylate,Metabolon HD4 [nt-ms],Amino Acids,Glutamate Metabolism,600,Fasting,-0.375921633261622,-0.876700396663021,1.3303531603168e-44,43.8760330543583,0.876700396663021
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,60,OLTT,-1.2169415283074,-0.874983640129788,4.17081800212746e-46,45.3797787606208,0.874983640129788
3-hydroxybutyrylcarnitine (2),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),600,Fasting,0.137356181961375,0.866488453699479,8.2488898650323e-56,55.0836044948357,0.866488453699479
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),480,OLTT,-0.923207227474883,-0.866012799685369,4.7234667217736e-64,63.3257391400307,0.866012799685369
indolepropionate,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,360,Fasting,0.694214161646019,-0.861389134758227,7.0990812449561e-52,51.1487978535435,0.861389134758227
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,360,OLTT,-0.273581336285845,-0.858732838049467,2.05063369425717e-41,40.6881119109484,0.858732838049467
leucine,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",720,Fasting,0.751825380770655,0.854860861117357,6.02975998400467e-41,40.2196999747084,0.854860861117357
alpha-hydroxyisocaproate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",600,Fasting,0.0701437591756776,0.853869132901557,6.75315919025682e-43,42.1704930126617,0.853869132901557
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,180,OLTT,-1.18107087125591,-0.8391129830783,4.17081800212746e-46,45.3797787606208,0.8391129830783
octadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",600,Fasting,0.314276131491195,0.827421739625405,1.8426762695343e-51,50.7345509570784,0.827421739625405
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,360,OLTT,0.406628328381602,0.826424690410272,4.48738178609901e-53,52.3480069791537,0.826424690410272
2-aminophenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,120,Fasting,1.94678977428467,-0.82063586779111,2.76861567710467e-91,90.5577373262684,0.82063586779111
s-allylcysteine,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,240,Fasting,1.25398639908764,-0.816760679005988,2.58077070457667e-81,80.5882505797881,0.816760679005988
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,240,Fasting,1.1469429918622,-0.811730271021978,7.97402868472517e-52,51.0983222063968,0.811730271021978
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,480,Fasting,0.57741041523848,-0.799404847584669,6.60733033482753e-84,83.1799739800077,0.799404847584669
catechol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,120,Fasting,0.799551764318065,-0.781995298764757,1.20508850451912e-230,229.918981056315,0.781995298764757
methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",480,OLTT,-0.840142353980973,-0.762537346923926,9.57492557154863e-54,53.0188645932331,0.762537346923926
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",600,Fasting,0.520405794310594,0.758134997519977,2.70684885537318e-54,53.5675359936237,0.758134997519977
suberoyl carnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),600,Fasting,0.297207386799467,0.757816499994181,1.00578918364837e-76,75.9974930391338,0.757816499994181
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),90,OLTT,0.697787329435054,0.754981757224568,4.7234667217736e-64,63.3257391400307,0.754981757224568
o-methylcatechol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,120,Fasting,0.446024914957808,-0.749483998022113,7.80303044979663e-79,78.1077366983321,0.749483998022113
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,600,Fasting,0.101418284257716,0.749041530771441,5.04110482025306e-80,79.2974742721345,0.749041530771441
methionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",240,OLTT,-0.183381098922412,-0.748025398290738,1.98963860174699e-45,44.7012258017414,0.748025398290738
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),300,OLTT,0.261440029157223,0.745193872050528,1.5407899356222e-48,47.8122565670044,0.745193872050528
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,360,Fasting,0.416549774220946,-0.731094479967384,2.49615717487145e-55,54.6027280720224,0.731094479967384
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,480,Fasting,0.417380559436029,-0.730263694752301,2.49615717487145e-55,54.6027280720224,0.730263694752301
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",60,PAT,-0.161642721612732,0.728377843761698,3.69392234043529e-51,50.4325122392355,0.728377843761698
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),120,OLTT,-1.21164429907666,-0.727890456183359,1.5407899356222e-48,47.8122565670044,0.727890456183359
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),720,Fasting,0.301317286878907,0.721178402731661,2.0093166038302e-52,51.6969516269834,0.721178402731661
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",300,OLTT,0.315035116536171,0.718846280132061,1.00309449620178e-44,43.9986581524772,0.718846280132061
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),360,OLTT,-0.767761511759848,-0.710567083970334,4.7234667217736e-64,63.3257391400307,0.710567083970334
hexadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",600,Fasting,0.276878025456966,0.710442234864708,2.5378246319385e-62,61.5955383917026,0.710442234864708
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,240,OLTT,0.707801280117002,0.708305804601787,2.52276308252692e-44,43.5981235329872,0.708305804601787
tetradecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",600,Fasting,0.323148928725998,0.701285517989982,1.1915017066962e-44,43.9239053312376,0.701285517989982
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",240,OLTT,0.317804996271705,0.700838616460344,6.65129080123635e-46,45.1770940639518,0.700838616460344
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),180,OLTT,0.623905771105874,0.681100198895388,4.7234667217736e-64,63.3257391400307,0.681100198895388
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,480,OLTT,0.259904028794286,0.679700390822956,4.48738178609901e-53,52.3480069791537,0.679700390822956
dopamine sulfate (2),Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,420,OLTT,-0.141770872512369,0.662616069886254,2.10745233800531e-55,54.6762422385658,0.662616069886254
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),180,OLTT,-1.14597017432758,-0.662216331434279,1.5407899356222e-48,47.8122565670044,0.662216331434279
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,300,OLTT,0.0773886967332401,0.654000622505822,1.51069920651912e-42,41.8208219988993,0.654000622505822
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",600,Fasting,0.0960517075425411,0.653491225909594,9.50891327156272e-56,55.0218691136758,0.653491225909594
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,30,OLTT,-0.989549270972636,-0.647591382795028,4.17081800212746e-46,45.3797787606208,0.647591382795028
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,90,OLTT,0.0643753452281822,0.640987271000765,1.51069920651912e-42,41.8208219988993,0.640987271000765
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,480,Fasting,-0.0133709001846788,0.63827148647116,3.53079378918527e-105,104.452127646026,0.63827148647116
methionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",120,OLTT,1.19797193010344,0.633327630735116,1.98963860174699e-45,44.7012258017414,0.633327630735116
alpha-hydroxyisocaproate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",480,Fasting,-0.154615273463185,0.629110100262695,6.75315919025682e-43,42.1704930126617,0.629110100262695
3-hydroxybutyrylcarnitine (2),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),480,Fasting,-0.102466535958616,0.626665735779488,8.2488898650323e-56,55.0836044948357,0.626665735779488
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",360,OLTT,0.361222630057522,0.619227973210157,3.33874078687543e-44,43.4764172973876,0.619227973210157
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,90,PAT,0.0673682665192442,0.614791261159868,1.63973125484242e-49,48.7852273251858,0.614791261159868
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",120,OLTT,-0.863630802618408,-0.605625459465773,3.33874078687543e-44,43.4764172973876,0.605625459465773
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),600,Fasting,0.0471502081389734,0.604157286964523,1.41493016963943e-114,113.849264993135,0.604157286964523
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,300,OLTT,-0.00455563917167013,-0.589707140935292,2.05063369425717e-41,40.6881119109484,0.589707140935292
s-1-pyrroline-5-carboxylate,Metabolon HD4 [nt-ms],Amino Acids,Glutamate Metabolism,360,Fasting,-0.0861137014768024,-0.586892464878201,1.3303531603168e-44,43.8760330543583,0.586892464878201
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",480,Fasting,0.023594692339056,0.581034210706109,9.50891327156272e-56,55.0218691136758,0.581034210706109
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),360,Fasting,-0.362880679018623,0.580385937395334,8.87166345168411e-89,88.0519949415939,0.580385937395334
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,60,OLTT,-0.579672168473258,-0.579167643988473,2.52276308252692e-44,43.5981235329872,0.579167643988473
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",360,Fasting,-0.391329137464898,0.579159159549895,2.93072275304911e-77,76.5330252639621,0.579159159549895
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,60,OLTT,1.16389765708516,0.57874615532154,2.05063369425717e-41,40.6881119109484,0.57874615532154
octadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",480,Fasting,0.0622371834921317,0.575382791626342,1.8426762695343e-51,50.7345509570784,0.575382791626342
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,360,Fasting,0.805509574003307,-0.571305688819842,6.60733033482753e-84,83.1799739800077,0.571305688819842
methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",420,OLTT,-0.647277847350893,-0.569672840293846,9.57492557154863e-54,53.0188645932331,0.569672840293846
arginine,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,180,OLTT,-0.174166188158331,-0.562497798555293,7.0145163669061e-46,45.1540022671053,0.562497798555293
pro-hydroxy-pro,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,60,OLTT,0.852893485322224,-0.56104323062992,1.2426623685817e-64,63.9056468531604,0.56104323062992
leucine,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",600,Fasting,0.454233206564055,0.557268686910757,6.02975998400467e-41,40.2196999747084,0.557268686910757
dopamine sulfate (2),Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,60,OLTT,-0.247444949688384,0.556941992710239,2.10745233800531e-55,54.6762422385658,0.556941992710239
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,480,Fasting,-0.0949870630667746,0.552636183446951,5.04110482025306e-80,79.2974742721345,0.552636183446951
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",45,PAT,-0.338399777738097,0.551620787636332,3.69392234043529e-51,50.4325122392355,0.551620787636332
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,180,OLTT,0.541958027092036,0.542462551576821,2.52276308252692e-44,43.5981235329872,0.542462551576821
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",480,OLTT,0.278144091001491,0.536149434154126,3.33874078687543e-44,43.4764172973876,0.536149434154126
malate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,90,PAT,-0.0959741755398986,0.528366659391873,1.60825157388787e-50,49.7936460149125,0.528366659391873
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,30,OLTT,-0.521622805872063,-0.521118281387278,2.52276308252692e-44,43.5981235329872,0.521118281387278
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",90,OLTT,-0.773085648308691,-0.515080305156055,3.33874078687543e-44,43.4764172973876,0.515080305156055
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),90,OLTT,-0.998797050452715,-0.515043207559411,1.5407899356222e-48,47.8122565670044,0.515043207559411
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),60,OLTT,0.452542071148592,0.509736498938106,4.7234667217736e-64,63.3257391400307,0.509736498938106
1-linoleoyl-gpe (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,90,OLTT,-0.427325733850888,0.494043781382224,2.12195673370515e-60,59.6732634755264,0.494043781382224
methionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",90,OLTT,1.05795671203195,0.493312412663628,1.98963860174699e-45,44.7012258017414,0.493312412663628
hexadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",480,Fasting,0.0578716499754953,0.491435859383237,2.5378246319385e-62,61.5955383917026,0.491435859383237
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,60,PAT,-0.0617173652912998,0.485705629349324,1.63973125484242e-49,48.7852273251858,0.485705629349324
indolepropionate,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,240,Fasting,1.07111935826954,-0.48448393813471,7.0990812449561e-52,51.1487978535435,0.48448393813471
methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",60,OLTT,0.404463437550833,0.482068444607879,9.57492557154863e-54,53.0188645932331,0.482068444607879
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",420,OLTT,0.213625898218294,0.471631241370929,3.33874078687543e-44,43.4764172973876,0.471631241370929
tetradecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",480,Fasting,0.0875396847110676,0.465676273975051,1.1915017066962e-44,43.9239053312376,0.465676273975051
oleoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),240,Fasting,-0.46601848428543,0.464220942744652,3.4272565781269e-42,41.4650533813322,0.464220942744652
suberoyl carnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),480,Fasting,0.00171368094013172,0.462322794134846,1.00578918364837e-76,75.9974930391338,0.462322794134846
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",60,OLTT,-0.715201128366435,-0.4571957852138,3.33874078687543e-44,43.4764172973876,0.4571957852138
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,240,Fasting,0.691437712873084,-0.456206541315245,2.49615717487145e-55,54.6027280720224,0.456206541315245
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,480,OLTT,0.103879826966738,0.445837715144346,4.17081800212746e-46,45.3797787606208,0.445837715144346
s-allylcysteine,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,120,Fasting,1.63200416403021,-0.438742914063424,2.58077070457667e-81,80.5882505797881,0.438742914063424
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,120,Fasting,1.52033405776227,-0.43833920512191,7.97402868472517e-52,51.0983222063968,0.43833920512191
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,300,OLTT,0.0176622004443317,0.437458562473002,4.48738178609901e-53,52.3480069791537,0.437458562473002
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,240,OLTT,-0.759152491409274,-0.417194603231665,4.17081800212746e-46,45.3797787606208,0.417194603231665
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,120,OLTT,0.416132984997217,0.416637509482002,2.52276308252692e-44,43.5981235329872,0.416637509482002
dopamine sulfate (2),Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,480,OLTT,-0.395932999733043,0.40845394266558,2.10745233800531e-55,54.6762422385658,0.40845394266558
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),600,Fasting,-0.0150833746515884,0.404777741201166,2.0093166038302e-52,51.6969516269834,0.404777741201166
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",480,Fasting,0.164150483739618,0.401879686949002,2.70684885537318e-54,53.5675359936237,0.401879686949002
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,240,Fasting,0.977043060564082,-0.399772202259068,6.60733033482753e-84,83.1799739800077,0.399772202259068
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",180,OLTT,-0.648784756060967,-0.390779412908331,3.33874078687543e-44,43.4764172973876,0.390779412908331
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,420,OLTT,0.0378971804685866,0.379855068646195,4.17081800212746e-46,45.3797787606208,0.379855068646195
succinate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,60,PAT,0.0949442535293026,0.371784008424123,4.27261022007753e-77,76.3693067250135,0.371784008424123
lactate,Metabolon HD4 [nt-ms],Carbohydrates,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",60,PAT,0.0805433968412806,0.361206478375221,1.4515217677995e-44,43.8381764468703,0.361206478375221
methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",30,OLTT,0.282339040754167,0.359944047811214,9.57492557154863e-54,53.0188645932331,0.359944047811214
1-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,90,OLTT,-0.275292566859407,0.357113186501038,4.46337938423793e-116,115.350336196852,0.357113186501038
methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",300,OLTT,0.275763337174348,0.353368344231395,9.57492557154863e-54,53.0188645932331,0.353368344231395
malate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,120,PAT,-0.281791558564083,0.342549276367688,1.60825157388787e-50,49.7936460149125,0.342549276367688
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),480,Fasting,-0.215248958509431,0.341758120316119,1.41493016963943e-114,113.849264993135,0.341758120316119
